name,place_id,lat,lon,rating,price_level,types,formatted_address,business_status,website,international_phone_number,reviews_count
New Dikhena Food,ChIJWdzJGABL4joROUCgWj7DJA8,6.7226801,80.0782227,3.0,2,"restaurant, point_of_interest, food, establishment","No 495/2b,Rathnapura Road, Munagama Cemetery Road, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,0
Keth Bima කෙත් බිම,ChIJQzZuHlBL4joRWqPdHUvkbxo,6.7235692,80.0881115,4.2,2,"restaurant, point_of_interest, food, establishment","P3FQ+C6H, Horana, Sri Lanka",OPERATIONAL,N/A,+94 343 129 999,863
King Of Koththu,ChIJEfrcddGz4zoRIs7m91fzCPw,6.753886199999999,80.1076283,3.0,2,"restaurant, point_of_interest, food, establishment","8, puhuwala juntion ,dambara, Horana, Sri Lanka",OPERATIONAL,N/A,+94 75 974 5266,0
Kassava Cafe & Restaurant - Sri Lanka,ChIJt3JTaihL4joRffzNy-UQuQQ,6.7224277,80.0771551,4.3,2,"restaurant, point_of_interest, food, establishment","469 Ratnapura Road, Munagama, Horana 12400, Sri Lanka",OPERATIONAL,N/A,+94 77 645 4545,150
Dil Rest,ChIJMb8fFau04zoRAIC-hvXT8MQ,6.730239399999999,80.0998542,3.8,2,"restaurant, point_of_interest, food, establishment","A8, Sri Lanka",OPERATIONAL,N/A,+94 77 799 0500,124
Sethrasa Hela Bojun (සෙත්රස හෙළ බොජුන් ),ChIJGcz132xL4joR1eLgFEALWWs,6.7245974,80.0921807,4.5,2,"restaurant, point_of_interest, food, establishment","Horana 12400, Sri Lanka",OPERATIONAL,N/A,+94 71 960 0095,58
Kottu Mix,ChIJ9R_DLgBL4joRyvwHtMUpl80,6.7220504,80.0763924,4.7,2,"restaurant, point_of_interest, food, establishment","P3CG+RHQ, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,3
ෆෝ S Chinese,ChIJP0U1Of9L4joRJaSfGxm-AE4,6.7234979,80.0897332,4.8,2,"restaurant, point_of_interest, food, establishment","P3FQ+CV8, Horana, Sri Lanka",OPERATIONAL,N/A,+94 77 548 9627,10
K & S Restaurant,ChIJlQn8p6u04zoRcW8YUW0R-uc,6.7309612,80.1010052,3.0,2,"restaurant, point_of_interest, food, establishment",Sri Lanka,OPERATIONAL,N/A,N/A,0
Gamagedara Beheth Pala Pila,ChIJqdWqyHZL4joRNuXQzL-cFYo,6.7248506,80.0929932,3.0,2,"restaurant, point_of_interest, food, establishment","P3FV+W5X, Ratnapura - Horana - Panadura Hwy, පානදුර, Sri Lanka",OPERATIONAL,N/A,+94 71 296 1420,1
Beehive,ChIJJUTDRVJL4joRAgR7QWKd8oE,6.7255515,80.09435719999999,4.0,2,"restaurant, point_of_interest, food, establishment","A8, Horana, Sri Lanka",OPERATIONAL,N/A,+94 342 266 317,292
Lee Chinese Restaurant,ChIJg7-rPVJL4joRty0Q1f0ZocM,6.7250367,80.0934899,4.1,2,"restaurant, point_of_interest, food, establishment","34 Ranwan Uyana 2nd Ln, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,8
New udayasiri Hotel,ChIJY1m1RABL4joRemC0JCz9mao,6.721716499999999,80.07777349999999,5.0,2,"restaurant, point_of_interest, food, establishment","P3CH+M4J, Dikhenapura Road, Horana, Sri Lanka",OPERATIONAL,N/A,+94 342 267 687,3
Indian Restaurant,ChIJP0mjQFJL4joREA50PxTx-pI,6.7252005,80.0940337,4.3,2,"restaurant, point_of_interest, food, establishment","P3GV+3JM, A8, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,4
Curry Much,ChIJt-W2-lFL4joRZT5g6tJYWmA,6.7241265,80.0919337,3.0,2,"restaurant, point_of_interest, food, establishment","Horana, Sri Lanka",OPERATIONAL,N/A,N/A,1
New Star Hotel,ChIJi9C4zy5L4joRczEhlgP1OH0,6.7248762,80.0937083,3.0,2,"restaurant, point_of_interest, food, establishment","No 54/4, Rathnapure Road, Illimba, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,3
Jayawardena caters and hot,ChIJZSbRsBtL4joRi6fERtTVDQM,6.726088,80.0958868,4.5,2,"restaurant, point_of_interest, food, establishment","P3GW+C9J, Munagama East, Horana, Sri Lanka",OPERATIONAL,N/A,+94 71 152 6609,4
Zeth Restaurant,ChIJF8UizXJL4joRz2eOFueudVk,6.7249448,80.0939906,4.0,2,"restaurant, point_of_interest, food, establishment","P3FV+XJV Munagama East, Horana, Sri Lanka",OPERATIONAL,N/A,+94 342 264 120,1
Sappayama-සප්පායම,ChIJs75EOgBL4joRxtBNS7NLzzU,6.7216325,80.0758377,3.8,2,"restaurant, point_of_interest, food, establishment","1/456 Rathnapura Road, Munagama Cemetery Road, Horana 12400, Sri Lanka",OPERATIONAL,N/A,N/A,22
Fernando Family,ChIJqZU1XR1N4joR9ZjskBytP9I,6.778770499999999,80.07945939999999,3.0,2,"restaurant, point_of_interest, food, establishment","Q3HH+GQ4, Kidelpitiya, Sri Lanka",OPERATIONAL,N/A,N/A,0
Harasara Family Resturant,ChIJIzc6_1FL4joRGQW7M86ShUY,6.7238269,80.0924879,3.3,2,"restaurant, point_of_interest, food, establishment","P3FR+GXQ, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,10
Bliss Takeaway,ChIJRbgoLgBL4joRfQMCJqXCUZY,6.7207729,80.0797151,5.0,2,"restaurant, point_of_interest, food, establishment","520/91dikhenapura Munagama Cemetery Road, Horana, Sri Lanka",OPERATIONAL,N/A,+94 76 765 5573,1
Nelum Kole,ChIJeQ0rhlFL4joRclMY4h5xA60,6.721111899999999,80.0737496,3.0,2,"restaurant, point_of_interest, food, establishment","A8, P3CF+CGV, Horana Rd, Horana, Sri Lanka",OPERATIONAL,N/A,+94 77 968 8707,0
Nisadi Hotel,ChIJQ0SgfwBL4joRm-g0jIpKa5w,6.7208405,80.0738662,3.0,2,"restaurant, point_of_interest, food, establishment","P3CF+8GQ, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,0
Hotel Sesan,ChIJX9rozFxL4joRcsYHUWBzZqU,6.7201672,80.0781441,5.0,2,"restaurant, point_of_interest, food, establishment","P3CH+376, Dikhenapura Road, Horana, Sri Lanka",OPERATIONAL,N/A,+94 71 717 1285,1
Annam,ChIJ0Z2iBzdL4joR_3lOJsVDi0Q,6.720813499999999,80.073307,5.0,2,"restaurant, point_of_interest, food, establishment","P3CF+88F, Munagama Cemetery Road, Horana, Sri Lanka",OPERATIONAL,N/A,+94 77 837 7984,3
The queens cafe horana,ChIJ04SGwW9L4joRq0rIQQUcsaE,6.7207569,80.0732749,5.0,2,"restaurant, point_of_interest, food, establishment","343,rarhnapura road, munagama, Horana, Sri Lanka",OPERATIONAL,N/A,+94 76 415 3612,1
Syzygy Restaurant,ChIJkcyZVGhL4joRX186-xROSCM,6.7204792,80.0734009,3.9,2,"restaurant, point_of_interest, food, establishment","450 Ratnapura - Horana - Panadura Hwy, Horana, Sri Lanka",OPERATIONAL,N/A,+94 77 866 6134,333
Edushan sweet house,ChIJ2U0caCFL4joR9GuKfDWwZD8,6.7229806,80.0646682,3.0,2,"restaurant, point_of_interest, food, establishment","P3F7+5VV, Horana, Sri Lanka",OPERATIONAL,N/A,+94 76 295 6197,0
Nalika samanmali,ChIJMz1jMTFL4joR1A617B-YXxc,6.7229806,80.0646682,3.0,2,"restaurant, point_of_interest, food, establishment","P3F7+5VV, Horana, Sri Lanka",OPERATIONAL,N/A,+94 77 804 0534,0
A8 Restaurant Horana,ChIJL65ouoCp4zoRQxTg8yHRg0g,6.7195095,80.07110709999999,5.0,2,"restaurant, point_of_interest, food, establishment","270 Rathnapura Road, Horana 12400, Sri Lanka",OPERATIONAL,N/A,+94 342 205 969,9
Pepero,ChIJjUCAGgBL4joR3JGWx4dIQM4,6.719385399999999,80.0709871,5.0,2,"restaurant, point_of_interest, food, establishment","P39C+P9V, A8, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,4
Chinese Lotus Lux,ChIJY9FmSCRF4joRaQtHzlqfyeU,6.8006062,79.8817001,4.1,2,"meal_takeaway, lodging, bar, restaurant, food, point_of_interest, establishment","No. 12, 1st Lane, Laxapathiya Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,http://www.chineselotus.lk/,+94 77 765 5898,408
C Taste,ChIJQYaUV2lF4joRocsjUekjMFU,6.804931600000001,79.8700899,3.0,2,"restaurant, food, point_of_interest, establishment","370 Sea Beach Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 71 514 2536,1
Janiya Hotel,ChIJ_zZQUwBF4joRJ-ICDoMq16E,6.8019606,79.87158769999999,5.0,2,"restaurant, food, point_of_interest, establishment","11 Sea Beach Rd, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,1
Chef Restaurant,ChIJS0PA1tlE4joRZh22o2mAWnc,6.803238899999999,79.8711976,3.0,2,"restaurant, food, point_of_interest, establishment","Samuddrasanna Rd, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,0
S&N Foods,ChIJ_awL9idF4joRgcfz5jLj7xw,6.7962712,79.87340669999999,3.0,2,"restaurant, food, point_of_interest, establishment","250 Sea Beach Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 72 119 1111,0
SAYO FOOD,ChIJ8brvTdhE4joRxo2yjmwl2sc,6.8015853,79.87198219999999,3.0,2,"restaurant, food, point_of_interest, establishment","Sea Beach Rd, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,0
Chami Foods,ChIJg43dm2BF4joROjNrlXBIiHI,6.801262899999999,79.8721341,3.0,2,"restaurant, food, point_of_interest, establishment","212 Sea Beach Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 71 098 7987,0
Mahathun food corner,ChIJfR5mNd9E4joRZCw7blwCxO8,6.798127699999999,79.87310339999999,3.9,2,"restaurant, food, point_of_interest, establishment","QVXF+765, Angulana Station Rd, Moratuwa, Sri Lanka",OPERATIONAL,N/A,+94 75 808 8854,9
Aroma sea food restaurant,ChIJxaEVKgBF4joRkFlrUak3Uv0,6.7930597,79.8739713,3.0,2,"restaurant, food, point_of_interest, establishment","QVVF+6HH, Bodhi Mawatha, Unakuruwa, Sri Lanka",OPERATIONAL,N/A,N/A,0
Burger Bigger,ChIJIRDYAR1F4joRdUedk6hcH9M,6.802837299999999,79.8720962,3.0,2,"restaurant, food, point_of_interest, establishment","No-28 samagi mawatha samudrasanna para, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 650 4510,0
Food House,ChIJA64nLgBF4joRuUAsntSI5lA,6.8074328,79.8701083,3.0,2,"restaurant, food, point_of_interest, establishment","105/2 Sri Gnanendra Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,+94 71 510 3875,0
Home's Flavour,ChIJteN-EEpF4joRBhnu_4v0QTM,6.8053057,79.8715544,3.0,2,"restaurant, food, point_of_interest, establishment","18/4 Podujaya Mawatha, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
A Kitchen garden cooking class for beginners by kitchen garden ella,ChIJt50mmTVF4joR9eSaAUP5WlA,6.790445500000001,79.875654,4.6,2,"restaurant, food, point_of_interest, establishment","222 Uyana Rd, Colombo 10400, Sri Lanka",OPERATIONAL,N/A,+94 76 362 5449,10
Food House,ChIJhxl4BgBF4joR8trTUokXIHA,6.8112727,79.86864310000001,3.0,2,"restaurant, food, point_of_interest, establishment","105/2 Sri Gnanendra Rd, Dehiwala-Mount Lavinia, Sri Lanka",CLOSED_TEMPORARILY,N/A,N/A,0
Four Seasons | සතර ඍතු,ChIJh2aRGSZb4joRnkmS0MUkcU0,6.811993299999999,79.86818579999999,4.3,2,"restaurant, food, point_of_interest, establishment","46/3, Alwis Garden, Sri Gnanendra Mawatha, Dehiwala-Mount Lavinia 10390, Sri Lanka",OPERATIONAL,N/A,+94 72 758 3658,14
වඩේ Hut,ChIJGRj1ewBF4joRmojlNj3dixE,6.7871985,79.87624869999999,5.0,2,"restaurant, food, point_of_interest, establishment","Lunawa Railway Station, Lunawa Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,1
OUT BOX,ChIJ7zQwzjdF4joR-0NmKsMYlBs,6.7864492,79.8761865,4.6,2,"restaurant, food, point_of_interest, establishment","115/6 A Uyana Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 71 050 9510,5
Avan Hut,ChIJ9ydmBF9F4joRGlfWZqr_9DM,6.7987213,79.8754082,2.0,2,"restaurant, food, point_of_interest, establishment","No: 227 Angulana Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 76 400 2402,1
D.A. Chinese,ChIJ1b3H8FBF4joRVZT1WlBQlN8,6.7966133,79.8761371,5.0,2,"restaurant, food, point_of_interest, establishment","No.54 K M V Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 625 836,6
Casablanca food,ChIJIcC7fwBF4joRRD1edVzlMv0,6.7875019,79.8768668,3.0,2,"restaurant, food, point_of_interest, establishment","94 Lunawa Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sea Breeze Lunawa,ChIJa6062wJF4joRCBhJJkWnrHE,6.7816873,79.87662999999999,3.4,2,"restaurant, food, point_of_interest, establishment","No 41 Puranappu Raja Mawatha, Moratuwa, Sri Lanka",OPERATIONAL,N/A,+94 71 316 7223,5
Lemon Hut Restaurant,ChIJBwRDpSxb4joRSkw41Igvk30,6.8147215,79.86825879999999,3.0,2,"restaurant, food, point_of_interest, establishment","RV79+V8J, Station Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,N/A,0
R.S Chinese foods,ChIJJbRAltJF4joRZjCg-onrubw,6.7982115,79.87676460000002,4.7,2,"restaurant, food, point_of_interest, establishment","QVXG+7PJ, Fonseka Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 76 433 6474,37
Seashells Beach Family Restaurant,ChIJLZp9JRpF4joRSPtcfKdS_EA,6.781454699999999,79.8767305,3.0,2,"restaurant, food, point_of_interest, establishment","18/1 A Puranappu Raja Mawatha, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 76 355 3435,0
AVI & DEE'S,ChIJZzPgfQBF4joRqsdnhHLnSc8,6.788944,79.87793309999999,5.0,2,"restaurant, food, point_of_interest, establishment","15/A/3A 3RD LANE, Uyana Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 78 997 4561,4
PRINCE CLEMENT,ChIJDy2c0hxF4joRe2hP9SJeb7I,6.8088409,79.8728646,3.0,2,"restaurant, food, point_of_interest, establishment","36 Weerasena Silva Mawatha Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,N/A,0
Coca cola kade,ChIJNZAPd19F4joRwqn1-IhJAk0,6.796951699999999,79.87744789999999,4.1,2,"restaurant, food, point_of_interest, establishment","QVWG+QXP, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,7
Top Food Sri Lanka,ChIJGT7GOdpb4joRoC68Gqp_q0w,6.8144063,79.869723,4.0,2,"restaurant, food, point_of_interest, establishment","32/8 Medial Rd, Dehiwala-Mount Lavinia 10390, Sri Lanka",OPERATIONAL,N/A,+94 78 170 2757,4
Truffles (We are home-based and accept pre orders only),ChIJR-43KABF4joRX5Kto3inmaU,6.793952,79.87845800000001,5.0,2,"restaurant, food, point_of_interest, establishment","23 Lakshapathiya Medicare Centre Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,https://www.instagram.com/truffles_404?igsh=a211ZnQ5bG43cjJi&utm_source=qr,+94 76 767 9301,29
Raa Daniyel,ChIJ5ZpZaAJF4joRCEH9OpAX8M4,6.8076459,79.8744189,3.0,2,"restaurant, food, point_of_interest, establishment","No 66 weerasena Silva Road, Colombo 10350, Sri Lanka",OPERATIONAL,N/A,+94 77 766 8496,0
Dilla’s Food & Dine,ChIJO2On0iZF4joRM5bpaUET-KE,6.7983733,79.8779112,4.8,2,"restaurant, food, point_of_interest, establishment","QVXH+85V, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 625 189,17
කෑම කඩේ,ChIJdei8XiZb4joRFzhcj8bM0m8,6.814428899999999,79.8701178,3.0,2,"restaurant, food, point_of_interest, establishment","RV7C+Q2H Bus Stop, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,N/A,0
Tourist Inn,ChIJRzw2BwNF4joRuv7HLgCD6lM,6.7797635,79.87758869999999,5.0,2,"restaurant, food, point_of_interest, establishment","QVHH+W24, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,4
J Food Cabin,ChIJgS-JfbhF4joR_QWw0v85kUE,6.805769,79.8756405,4.5,2,"restaurant, food, point_of_interest, establishment","RV4G+872, Kaldemulla Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,+94 71 242 5355,6
King's Choice Snacks,ChIJu15_i71b4joRec8jEKh__zg,6.8149371,79.87015029999999,4.0,2,"restaurant, food, point_of_interest, establishment","1, 26 Medial Rd, Colombo 10370, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 76 772 0265,2
USK BEACH HOTEL,ChIJpUDVQwVF4joROj0a276_4Yw,6.7792241,79.87786729999999,3.6,2,"lodging, restaurant, food, point_of_interest, establishment","NO-24,LADY SOYSA DRIVE UYANA, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 645 747,48
Handy chef,ChIJ7x0d8kdF4joR50rEzmGPEMA,6.8084991,79.8747186,3.0,2,"restaurant, food, point_of_interest, establishment","RV5F+9VW, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,+94 75 114 2976,0
Roshani foods cabin,ChIJR9K-p2hb4joR8OaVvVz-7Zk,6.814369,79.8708425,4.0,2,"restaurant, food, point_of_interest, establishment","RV7C+P8W Bus Stop, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,N/A,1
Cafe 35A,ChIJV9IfbWFb4joRle89Z2dfiqQ,6.814905299999999,79.87045119999999,3.0,2,"restaurant, food, point_of_interest, establishment","35A Medial Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,+94 74 162 1498,0
Bailey’s,ChIJEawvzqdF4joRHY0-hvJZJxw,6.797097399999999,79.87903709999999,5.0,2,"restaurant, food, point_of_interest, establishment","164 De Mel Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,2
KANAN Delight,ChIJ-3UXTANF4joRGNCVC_0Zby8,6.7822475,79.8791097,3.0,2,"restaurant, food, point_of_interest, establishment","Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,0
Boost,ChIJJ63s2adF4joR1w4rvW8QEMY,6.7975657,79.879273,3.0,2,"restaurant, food, point_of_interest, establishment","QVXH+2PC, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
සුවජීව කොළකැඳ,ChIJiekHyqZF4joRs58y3veIbUU,6.796431699999999,79.87957949999999,5.0,2,"restaurant, food, point_of_interest, establishment","149, Laxapathiya Road, Laxapathiya, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 637 161,2
හදයගේ වත්ත,ChIJsSEDKXxb4joRuirbXFhVulQ,6.815713,79.870664,5.0,2,"restaurant, food, point_of_interest, establishment","18 Medial Rd, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,N/A,2
Suranga Chinese,ChIJB4o9Lt9F4joRZVYU4BINE9A,6.7953589,79.87979159999999,4.2,2,"restaurant, food, point_of_interest, establishment","102, 01 Ernest Pl, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 080 7326,5
Dimanthika's Soup Hut,ChIJz6G09ClF4joRRygAllUfZYY,6.7880306,79.8802022,3.0,2,"restaurant, food, point_of_interest, establishment","Rawatawatta Rd, Moratuwa 10400, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 72 957 0170,0
Blacky's foods,ChIJY_5n-GxF4joR7aBwB75eKWI,6.7880498,79.88022459999999,1.9,2,"restaurant, food, point_of_interest, establishment","57B Charles Place, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 712 3838,9
Blacky's Place,ChIJJzOMaQBF4joRWCT3KBqXt4c,6.7880365,79.88023919999999,3.0,2,"restaurant, food, point_of_interest, establishment","QVQJ+639, Lunawa Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
BeardMan Cafe,ChIJHWoA1DZF4joRMUIoj1WX6qU,6.7882513,79.8805183,4.9,2,"restaurant, food, point_of_interest, establishment","58 C Charles Place, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 75 355 5222,8
Hotel Miami,ChIJ60e6QiZF4joROm8H4838n7I,6.788273299999999,79.8805994,3.9,2,"restaurant, food, point_of_interest, establishment","QVQJ+865, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 75 355 5222,7
R M Foods,ChIJ2asQZbZF4joR7l5f4aGmwEw,6.7921653,79.8805843,5.0,2,"restaurant, food, point_of_interest, establishment","31 Ernest Pl, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 648 384,1
ඉදිආප්ප station (අපේ ගෙදර),ChIJfRyAoxJF4joR-rUvXsFIkLQ,6.800551899999999,79.8792751,3.0,2,"restaurant, food, point_of_interest, establishment","Kademulla, 152 B Angulana Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 71 222 9312,0
Sanora Hotel,ChIJESl4jyZF4joRfvfyriyaut0,6.8005439,79.87934039999999,5.0,2,"restaurant, food, point_of_interest, establishment","Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 403 2612,1
Ajith mahaththayage restaurant eka,ChIJbwk-QZ9F4joRY76c9AZOO-c,6.7803808,79.87964339999999,3.0,2,"restaurant, food, point_of_interest, establishment","27 Uyana Rd, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,0
Rohans Kitchen,ChIJlbUeSCNF4joRSCpu5M0MahY,6.8005998,79.8794229,4.8,2,"restaurant, food, point_of_interest, establishment","156A Angulana Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 71 300 3235,43
Uduna ගමේ කෑම,ChIJO2SP8wtF4joRtg3JdqPw-GQ,6.7963974,79.8803393,5.0,2,"restaurant, food, point_of_interest, establishment","160/2 Laxapathiya Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 553 2626,23
Hotel Wouliance,ChIJEX4R4QNF4joRTSDTCbJG-Ss,6.777463399999999,79.8789237,4.7,2,"restaurant, food, point_of_interest, establishment","QVGH+XHM, Moratuwa, Sri Lanka",OPERATIONAL,N/A,N/A,3
Dilaj Lounge,ChIJaYwKewNF4joRcRfQ56o6J4k,6.7804984,79.87982559999999,4.0,2,"restaurant, food, point_of_interest, establishment","27 Uyana Rd, Moratuwa, Sri Lanka",OPERATIONAL,https://m.facebook.com/pages/Dilaj-Lounge/164526017608245,+94 112 646 464,236
Krishna vilas,ChIJt8qyd3tF4joRco7DyL_In5Y,6.8006791,79.87952589999999,5.0,2,"restaurant, food, point_of_interest, establishment","148 Angulana Station Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,2
Food Court K-Zone,ChIJk0aR_DxF4joRssFZ9nOPtPk,6.7961383,79.88793179999999,4.0,2,"restaurant, food, point_of_interest, establishment","A2, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,694
Mallika Bakers,ChIJ2f7aYzxF4joRsX3W4LDxCAI,6.798553,79.888761,3.8,1,"bakery, cafe, store, restaurant, food, point_of_interest, establishment","552 Galle Road, Galle Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,https://m.facebook.com/MallikaBakers/,N/A,600
King Taste Restaurant,ChIJgWfVaTxF4joRKTe1nZ8fBJg,6.7972323,79.88930189999999,3.8,2,"restaurant, food, point_of_interest, establishment","No. 04 Bandaranayake Mawatha, Moratuwa 10400, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 112 656 777,338
P&S (Perera & Sons) - Soysapura,ChIJO3550C9F4joROxlN38K3rqI,6.805755599999999,79.8851619,4.1,2,"bakery, store, restaurant, food, point_of_interest, establishment","Galle Rd, Moratuwa, Sri Lanka",OPERATIONAL,http://www.pereraandsons.com/,+94 114 868 416,612
KDU Clubhouse,ChIJobZ9nc1a4joRWNoXZazF51E,6.816919,79.8866685,4.4,2,"restaurant, food, point_of_interest, establishment","Kadawala Jogging Track, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,http://kdu.ac.lk/,+94 113 051 937,332
Ayurveda Spring of Life,ChIJLT-CjkVF4joRxjkbmWMGqF0,6.8039039,79.905102,4.0,2,"spa, lodging, health, restaurant, food, point_of_interest, establishment","57A, Gangabada Rd,Wewala, Piliyandala, Sri Lanka",OPERATIONAL,http://www.ayurveda-springoflife.com/,+94 112 617 186,104
Chinese Dragon Cafe - Mount Lavinia,ChIJadvgSdxa4joRGC9NUvpXs30,6.8261179,79.86980659999999,4.3,2,"restaurant, food, point_of_interest, establishment","No. 203A, Galle Road, Ratmalana, Dehiwala-Mount Lavinia 10370, Sri Lanka",OPERATIONAL,http://www.chinesedragoncafe.com/,+94 117 808 080,1662
Don’s Global Exchange (Pvt) Ltd,ChIJd1I0O9la4joRTmRvZ59dkJk,6.8291444,79.8779615,4.0,2,"finance, restaurant, food, point_of_interest, establishment","No.25, Athula Mawatha,, Templers Road,, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,N/A,+94 112 710 881,1
Pizza Hut - Mount Lavinia,ChIJt_VGDiRb4joRb3ITtI5sTXM,6.8293035,79.8679659,4.2,2,"restaurant, food, point_of_interest, establishment","108 A2, Dehiwala-Mount Lavinia, Sri Lanka",OPERATIONAL,http://pizzahut.lk/,+94 112 729 729,1283
P&S (Perera and Sons) - Piliyandala,ChIJm8k0x_ZP4joRKkuxiC65wsA,6.8007484,79.9237672,4.1,2,"bakery, store, restaurant, food, point_of_interest, establishment","50 B84, Piliyandala, Sri Lanka",OPERATIONAL,http://www.pereraandsons.com/,+94 114 375 498,363
Yummy Tree,ChIJrVkneiFF4joREJbVHT6kdco,6.791630199999999,79.8812528,5.0,2,"restaurant, food, point_of_interest, establishment","44D Ernest Place Laxapathiya,Rawathawatta, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 454 0328,4
Rice Mania,ChIJ7xhlTABF4joR4V9IzfBFRbY,6.7917162,79.8816214,1.0,2,"restaurant, food, point_of_interest, establishment","10 Suba Asiri Mawatha, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,1
French Kitchen Corner,ChIJV4_6E75b4joRUuvpcbiqGCg,6.791970699999999,79.8813007,3.0,2,"restaurant, food, point_of_interest, establishment","54/9 Ernest Pl, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 72 470 6805,0
The Cloud Kitchen,ChIJo-AkoIdF4joRsd3HJPV0ODE,6.7892459,79.882276,3.0,2,"restaurant, food, point_of_interest, establishment","43/1/1 Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 416 4958,0
Lia's Cloud Kitchen,ChIJkUefi9ZF4joR892qfDxEetQ,6.790134999999999,79.8826337,4.4,2,"restaurant, food, point_of_interest, establishment","34/4, Dharmarathne Avenue, Lane, No 05 Rawathawatte Moratuaw, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 78 370 3662,37
